SampleID;PID;TripID;Sample;RouteURL;NewRouteURL;Sendes til Aarhus;DOFAtlasQuadrantID;LandUSeType;subLandUseType;decimalLatitudeStart;decimalLongitudeStart;decimalLatitudeEnd;decimalLongitudeEnd;geodecticDatum;Date;StartTime;EndTime;Wind;Temperature;Notes;PilotNotes;Difficultroute;FullySampled;NotFullySampledRoute;DidNotReturnSampling;MissingTemperature;MissingWind;MissingDate;MissingTime;IncompleteTime;DifferentDatesForRoute;IncompleteDate;NotFullRoute;AlternativeRoute
P4.1B;P4;1B;sa2;https://goo.gl/maps/Y16Dn6PFT7G2;;;4253;tør;hede/overdrev;;;;;;09-06-2018;18:40:00;18:56:00;Light Breeze 1.6-3.3;25-30;;Light wind from east. Full sun;;yes;;;;;;;;;;;
P4.2A;P4;2A;sa3;https://goo.gl/maps/1wZtt2Hfm822;;;4252;våd;strandeng, mose, sø;;;;;;09-06-2018;14:00:00;14:18:00;Gentle breeze 3.4-5.5;20-25;;Cloudy weather, gently wind from the south;;yes;;;;;;;;;;;
P4.2B;P4;2B;sa4;https://goo.gl/maps/1wZtt2Hfm822;;;4252;våd;strandeng, mose, sø;;;;;;09-06-2018;19:28:00;19:44:00;Light Breeze 1.6-3.3;25-30;;Light wind from east. Full fun.;;yes;;;;;;;;;;;
P40.1A;P40;1A;sa1;https://goo.gl/maps/Q1t1TbAarB72;;;6674;våd;eng, mose;;;;;;02-06-2018;12:50:00;13:06:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P40.1B;P40;1B;sa2;https://goo.gl/maps/Q1t1TbAarB72;;;6674;våd;eng, mose;;;;;;02-06-2018;17:53:00;18:10:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P40.2A;P40;2A;sa3;https://goo.gl/maps/HakErWV9Hkr;;;6673;tør;overdrev;;;;;;02-06-2018;13:41:00;14:02:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P40.2B;P40;2B;sa4;https://goo.gl/maps/HakErWV9Hkr;;;6673;tør;overdrev;;;;;;02-06-2018;18:35:00;18:54:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P41.1A;P41;1A;sa1;https://goo.gl/maps/JwLehc7GNuF2;https://goo.gl/maps/SEbMRRp3fms;x;6754;urban;;;;;;;28-06-2018;12:25:00;12:55:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route;New route!;;yes;;;;;;;;;;;
P41.1B;P41;1B;sa2;https://goo.gl/maps/JwLehc7GNuF2;https://goo.gl/maps/SEbMRRp3fms;x;6754;urban;;;;;;;28-06-2018;17:36:00;17:58:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route;;;yes;;;;;;;;;;;
P41.2A;P41;2A;sa3;https://goo.gl/maps/wZDvqXbsYK72;;;6753;skov, tør;overdrev;;;;;;28-06-2018;13:16:00;13:31:00;Light Breeze 1.6-3.3;25-30;;;;yes;yes;;;;;;;;;;
P41.2B;P41;2B;sa4;https://goo.gl/maps/wZDvqXbsYK72;;;6753;skov, tør;overdrev;;;;;;28-06-2018;18:17:00;;Gentle breeze 3.4-5.5;25-30;Pilot noted no endtime. Pilot noted light/gentle wind (rounded up);Maybe a little cooler in the forest;;no;yes;;;;;yes;;;;;
P42.1A;P42;1A;sa1;https://goo.gl/maps/DzcP3at2oiL2;;x;4425;skov;;;;;;;02-06-2018;13:20:00;13:35:00;Light Breeze 1.6-3.3;25-30;Pilot noted 25 degrees (rounded up);Drow between 15-20 km/h on a very bumbly gravel and forest road (1.8 km). 40 km/h at asphalt;yes;yes;;;;;;;;;;;
P42.1B;P42;1B;sa2;https://goo.gl/maps/DzcP3at2oiL2;;x;4425;skov;;;;;;;02-06-2018;18:50:00;19:02:00;Light Breeze 1.6-3.3;25-30;;15-20 km/h at a earth road. 35-40 km/h at asphalt;yes;yes;;;;;;;;;;;
P42.2A;P42;2A;sa3;https://goo.gl/maps/axnwASu97xE2;;;4414;våd;eng, mose;;;;;;07-06-2018;14:05:00;14:12:00;Gentle breeze 3.4-5.5;20-25;;Drove 40 km/h. The last 100-200 meters speed up to 50-60 km/h to get the insects in the net-end.;;yes;;;;;;;;;;;
P42.2B;P42;2B;sa4;https://goo.gl/maps/axnwASu97xE2;;;4414;våd;eng, mose;;;;;;07-06-2018;18:50:00;18:57:00;Gentle breeze 3.4-5.5;25-30;;Drove 40 km/h. The last 100-200 meters speed up to 50-60 km/h to get the insects in the bag.;;yes;;;;;;;;;;;
P43.1A;P43;1A;sa1;https://goo.gl/maps/Pps7BuSa8nT2;;;6729;våd;sø;;;;;;05-06-2018;12:00:00;12:20:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P43.1B;P43;1B;sa2;https://goo.gl/maps/Pps7BuSa8nT2;;;6729;våd;sø;;;;;;05-06-2018;17:05:00;17:20:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P43.2A;P43;2A;sa3;https://goo.gl/maps/GrjvPZv9WPn;;;6718;skov;;;;;;;08-06-2018;14:05:00;14:15:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P43.2B;P43;2B;sa4;https://goo.gl/maps/GrjvPZv9WPn;;;6718;skov;;;;;;;08-06-2018;17:25:00;17:35:00;Light Breeze 1.6-3.3;25-30;;Just as many small insects at car roof as in the net;;yes;;;;;;;;;;;
P44.1A;P44;1A;sa1;https://goo.gl/maps/NguCCSza23U2;;;3591;mark;intensive, semi-intensive;;;;;;30-06-2018;14:20:00;14:40:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P44.1B;P44;1B;sa2;https://goo.gl/maps/NguCCSza23U2;;;3591;mark;intensive, semi-intensive;;;;;;30-06-2018;17:16:00;17:32:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P44.2A;P44;2A;sa3;https://goo.gl/maps/Yu6CjEsHd7y;;;3581;skov;;;;;;;09-06-2018;14:30:00;14:45:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P44.2B;P44;2B;sa4;https://goo.gl/maps/Yu6CjEsHd7y;;;3581;skov;;;;;;;09-06-2018;17:44:00;18:04:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P45.1A;P45;1A;sa1;https://goo.gl/maps/DAQbv8g3b332;;;4670;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P45.1B;P45;1B;sa2;https://goo.gl/maps/DAQbv8g3b332;;;4670;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P45.2A;P45;2A;sa3;https://goo.gl/maps/7Pc7ywzbw862;https://goo.gl/maps/eHikB7aEkPz;x;4671;våd;mose;;;;;;;;;;;Pilot did not do the sample. Quadrant and landusetype fits original route.;;;no;yes;yes;;;;;;;;;
P45.2B;P45;2B;sa4;https://goo.gl/maps/7Pc7ywzbw862;https://goo.gl/maps/eHikB7aEkPz;x;4671;våd;mose;;;;;;;;;;;Pilot did not do the sample. Quadrant and landusetype fits original route.;;;no;yes;yes;;;;;;;;;
P46.1A;P46;1A;sa1;https://goo.gl/maps/e4zyd7Z15Mo;;;5709;urban;;;;;;;24-06-2018;13:21:00;13:33:00;Gentle breeze 3.4-5.5;20-25;Different dates 1A1B;;;yes;yes;;;;;;;yes;;;
P46.1B;P46;1B;sa2;https://goo.gl/maps/e4zyd7Z15Mo;;;5709;urban;;;;;;;27-06-2018;17:12:00;17:20:00;Gentle breeze 3.4-5.5;25-30;Different dates 1A1B;;;yes;yes;;;;;;;yes;;;
P46.2A;P46;2A;sa3;https://goo.gl/maps/b53qLc2UgJn;;;5718;våd;eng, mose, sø;;;;;;24-06-2018;14:08:00;14:24:00;Light Breeze 1.6-3.3;20-25;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P46.2B;P46;2B;sa4;https://goo.gl/maps/b53qLc2UgJn;;;5718;våd;eng, mose, sø;;;;;;27-06-2018;17:43:00;17:52:00;Gentle breeze 3.4-5.5;25-30;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P47.1A;P47;1A;sa1;https://goo.gl/maps/KgPMJxVroem;;;5824;urban;;;;;;;08-06-2018;14:00:00;14:22:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P47.1B;P47;1B;sa2;https://goo.gl/maps/KgPMJxVroem;;;5824;urban;;;;;;;08-06-2018;19:15:00;19:29:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P47.2A;P47;2A;sa3;https://goo.gl/maps/3Ermp3MYWpD2;;;5814;tør, våd;overdrev, strandeng, sø;;;;;;08-06-2018;14:36:00;14:54:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P47.2B;P47;2B;sa4;https://goo.gl/maps/3Ermp3MYWpD2;;;5814;tør, våd;overdrev, strandeng, sø;;;;;;08-06-2018;19:40:00;19:59:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P48.1A;P48;1A;sa1;https://goo.gl/maps/aSyXmoo8dQH2;;;4314;urban;;;;;;;27-06-2018;13:39:00;13:58:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P48.1B;P48;1B;sa2;https://goo.gl/maps/aSyXmoo8dQH2;;;4314;urban;;;;;;;27-06-2018;19:00:00;19:21:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P48.2A;P48;2A;sa3;https://goo.gl/maps/bmEVMY7S8sB2;https://goo.gl/maps/bvZVFRQfw4S2;x;4305;tør, mark;overdrev, markblok;;;;;;28-06-2018;14:28:00;14:38:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route;;;yes;;;;;;;;;;;
P48.2B;P48;2B;sa4;https://goo.gl/maps/bmEVMY7S8sB2;https://goo.gl/maps/bvZVFRQfw4S2;x;4305;tør, mark;overdrev, markblok;;;;;;28-06-2018;19:42:00;19:53:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route;;;yes;;;;;;;;;;;
P49.1A;P49;1A;sa1;https://goo.gl/maps/mbsaJZvm95K2;;;5712;tør;overdrev;;;;;;01-06-2018;12:45:00;12:55:00;Gentle breeze 3.4-5.5;20-25;;cloudless;;yes;;;;;;;;;;;
P49.1B;P49;1B;sa2;https://goo.gl/maps/mbsaJZvm95K2;;;5712;tør;overdrev;;;;;;01-06-2018;17:29:00;17:47:00;Gentle breeze 3.4-5.5;20-25;;cloudless;;yes;;;;;;;;;;;
P49.2A;P49;2A;sa3;https://goo.gl/maps/pkBZSgoBhJP2;;;5702;skov;;;;;;;01-06-2018;13:19:00;13:37:00;Gentle breeze 3.4-5.5;20-25;;cloudless;;yes;;;;;;;;;;;
P49.2B;P49;2B;sa4;https://goo.gl/maps/pkBZSgoBhJP2;;;5702;skov;;;;;;;01-06-2018;18:07:00;18:25:00;Light Breeze 1.6-3.3;20-25;;cloudless;;yes;;;;;;;;;;;
P5.1A;P5;1A;sa1;https://goo.gl/maps/t4kyr1iQtT72;;;2608;våd;strandeng, mose, eng, sø;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P5.1B;P5;1B;sa2;https://goo.gl/maps/t4kyr1iQtT72;;;2608;våd;strandeng, mose, eng, sø;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P5.2A;P5;2A;sa3;https://goo.gl/maps/uFzcacCpTbL2;;;2625;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P5.2B;P5;2B;sa4;https://goo.gl/maps/uFzcacCpTbL2;;;2625;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P50.1A;P50;1A;sa1;https://goo.gl/maps/qGaWfUxHjN22;;;5715;tør;overdrev;;;;;;06-06-2018;13:30:00;14:00:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P50.1B;P50;1B;sa2;https://goo.gl/maps/qGaWfUxHjN22;;;5715;tør;overdrev;;;;;;06-06-2018;18:30:00;19:00:00;Gentle breeze 3.4-5.5;20-25;;Humidity 46 %. Linus joined the trip. Linus video - closing of net;;yes;;;;;;;;;;;
P50.2A;P50;2A;sa3;https://goo.gl/maps/MQA8tJLt5Vn;;;5706;skov;;;;;;;25-06-2018;14:00:00;14:30:00;Gentle breeze 3.4-5.5;20-25;Different dates 2A2B;Hum. 62 %;;yes;yes;;;;;;;yes;;;
P50.2B;P50;2B;sa4;https://goo.gl/maps/MQA8tJLt5Vn;;;5706;skov;;;;;;;26-06-2018;18:35:00;19:00:00;Gentle breeze 3.4-5.5;20-25;Different dates 2A2B;hum. 70 %;;yes;yes;;;;;;;yes;;;
P51.1A;P51;1A;sa1;https://goo.gl/maps/yFqBvbgdjfx;;;5670;våd;eng, mose, sø, strandeng;;;;;;25-06-2018;14:05:00;14:22:00;Gentle breeze 3.4-5.5;15-20;;;;yes;;;;;;;;;;;
P51.1B;P51;1B;sa2;https://goo.gl/maps/yFqBvbgdjfx;;;5670;våd;eng, mose, sø, strandeng;;;;;;25-06-2018;18:04:00;18:20:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P51.2A;P51;2A;sa3;https://goo.gl/maps/MrPsgyzWY182;;;5681;våd;eng, mose, sø;;;;;;26-06-2018;12:13:00;12:34:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P51.2B;P51;2B;sa4;https://goo.gl/maps/MrPsgyzWY182;;;5681;våd;eng, mose, sø;;;;;;26-06-2018;17:55:00;18:12:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P52.1A;P52;1A;sa1;https://goo.gl/maps/yMYRCM1ewZu;https://goo.gl/maps/RHCb6WFQkD12;x;7521;urban;;;;;;;30-06-2018;12:17:00;12:34:00;Moderate breeze 5.5-7.9;20-25;Quadrant and landusetype fits original route;;;yes;?;;;;;;;;;;
P52.1B;P52;1B;sa2;https://goo.gl/maps/yMYRCM1ewZu;https://goo.gl/maps/RHCb6WFQkD12;x;7521;urban;;;;;;;30-06-2018;18:25:00;18:42:00;Moderate breeze 5.5-7.9;20-25;Quadrant and landusetype fits original route;Drove the trip again, as I had missed that I should drive both trips at the same day.;;?;?;;;;;;;;;;
P52.2A;P52;2A;sa3;https://goo.gl/maps/WtrjGAoX3Hu;;;7532;skov;;;;;;;30-06-2018;12:57:00;13:11:00;Moderate breeze 5.5-7.9;20-25;;;;yes;?;;;;;;;;;;
P52.2B;P52;2B;sa4;https://goo.gl/maps/WtrjGAoX3Hu;;;7532;skov;;;;;;;30-06-2018;19:02:00;19:19:00;Moderate breeze 5.5-7.9;20-25;pilot note: Is there two samples in one then?;Drove the trip again, as I had missed that I should drive both trips at the same day.;;?;?;;;;;;;;;;
P53.1A;P53;1A;sa1;https://goo.gl/maps/3RerrMzefxt;;;3709;mark;intensive, semi-intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P53.1B;P53;1B;sa2;https://goo.gl/maps/3RerrMzefxt;;;3709;mark;intensive, semi-intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P53.2A;P53;2A;sa3;https://goo.gl/maps/pQAW7LEz2BC2;;;3708;skov_tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P53.2B;P53;2B;sa4;https://goo.gl/maps/pQAW7LEz2BC2;;;3708;skov_tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P54.1A;P54;1A;sa1;https://goo.gl/maps/9FkrubPhBKH2;;;3767;tør;overdrev;;;;;;28-06-2018;13:29:00;13:36:00;Light Breeze 1.6-3.3;25-30;;A lovely trip. Sunshine;;yes;;;;;;;;;;;
P54.1B;P54;1B;sa2;https://goo.gl/maps/9FkrubPhBKH2;;;3767;tør;overdrev;;;;;;28-06-2018;18:05:00;18:15:00;Light Breeze 1.6-3.3;25-30;;Sunshine, almost no wind. No clouds.;;yes;;;;;;;;;;;
P54.2A;P54;2A;sa3;https://goo.gl/maps/ppmCCC8RHEL2;https://goo.gl/maps/FNbs2wvawaB2;x;3777;våd;eng, mose;;;;;;28-06-2018;12:55:00;13:07:00;Light Breeze 1.6-3.3;20-25;Difficult route, needs revision in 2019;"The route shortened 1 km due to closing of the ""banedæmningen""";yes;no;yes;;;;;;;;;yes;
P54.2B;P54;2B;sa4;https://goo.gl/maps/ppmCCC8RHEL2;https://goo.gl/maps/FNbs2wvawaB2;x;3777;våd;eng, mose;;;;;;28-06-2018;17:41:00;17:52:00;Light Breeze 1.6-3.3;25-30;Got antoher route. The new route also  a difficult route, needs revision in 2019;"The route shortened 1 km due to closing of the ""banedæmningen""";yes;no;yes;;;;;;;;;yes;
P55.1A;P55;1A;sa1;https://goo.gl/maps/aRyLHA1bmrC2;;;4531;mark;intensive, semi-intensive;;;;;;08-06-2018;12:31:00;12:39:00;Light Breeze 1.6-3.3;20-25;Drove only one way;Mistake: Drove only from starting point to end - but not the trip back;;no;yes;;;;;;;;;yes;
P55.1B;P55;1B;sa2;https://goo.gl/maps/aRyLHA1bmrC2;;;4531;mark;intensive, semi-intensive;;;;;;08-06-2018;18:07:00;18:15:00;Light Breeze 1.6-3.3;20-25;Drove only one way;Mistake: Drove only from starting point to end - but not the trip back;;no;yes;;;;;;;;;yes;
P55.2A;P55;2A;sa3;https://goo.gl/maps/u1Tv18BjRnD2;;;4520;tør;overdrev;;;;;;08-06-2018;13:00:00;13:09:00;Light Breeze 1.6-3.3;25-30;Drove only one way. Pilot noted 25 degrees  (rounded up);Mistake: Drove only from starting point to end - but not the trip back;;no;yes;;;;;;;;;yes;
P55.2B;P55;2B;sa4;https://goo.gl/maps/u1Tv18BjRnD2;;;4520;tør;overdrev;;;;;;08-06-2018;18:28:00;18:35:00;Light Breeze 1.6-3.3;20-25;Drove only one way;Mistake: Drove only from starting point to end - but not the trip back;;no;yes;;;;;;;;;yes;
P56.1A;P56;1A;sa1;https://goo.gl/maps/J86MGHEfA612;;;2639;våd;mose;;;;;;;;;;;Did not drive because his older mother was sick and dying, be mindful if contacting in 2019;;;no;yes;yes;;;;;;;;;
P56.1B;P56;1B;sa2;https://goo.gl/maps/J86MGHEfA612;;;2639;våd;mose;;;;;;;;;;;Did not drive because his older mother was sick and dying, be mindful if contacting in 2019;;;no;yes;yes;;;;;;;;;
P56.2A;P56;2A;sa3;https://goo.gl/maps/ds2aSnK3t4B2;;;5422;skov;;;;;;;;;;;;Did not drive because his older mother was sick and dying, be mindful if contacting in 2019;;;no;yes;yes;;;;;;;;;
P56.2B;P56;2B;sa4;https://goo.gl/maps/ds2aSnK3t4B2;;;5422;skov;;;;;;;;;;;;Did not drive because his older mother was sick and dying, be mindful if contacting in 2019;;;no;yes;yes;;;;;;;;;
P57.1A;P57;1A;sa1;https://goo.gl/maps/oQHYxCWzNB72;https://goo.gl/maps/7ZHwo5ZG8L22;x;3528;mark;intensive;;;;;;11-06-2018;13:35:00;14:00:00;Light Breeze 1.6-3.3;20-25;Dates are different. Route changed by pilot. New route - tjeck if quadrant and landusetype fits original route. New route is 4.6 km;67 % humidity. Route changed due to traffic;yes;yes;yes;;;;;;;yes;;;yes
P57.1B;P57;1B;sa2;https://goo.gl/maps/oQHYxCWzNB72;https://goo.gl/maps/7ZHwo5ZG8L22;x;3528;mark;intensive;;;;;;22-06-2018;15:35:00;16:00:00;;15-20;Dates are different. Route changed by pilot. Pilot noted 8 m/s. New route - tjeck if quadrant and landusetype fits original route. Did not drive at correct time.;54 % humidity. Route changed due to traffic;yes;no;yes;;;yes;;;yes;yes;;;yes
P57.2A;P57;2A;sa3;https://goo.gl/maps/onV6m2wFjf12;;;3518;tør;hede, overdrev;;;;;;12-06-2018;12:35:00;13:05:00;Light Breeze 1.6-3.3;20-25;Dates are different.;71 % humidity, cloudy;;yes;yes;;;;;;;yes;;;
P57.2B;P57;2B;sa4;https://goo.gl/maps/onV6m2wFjf12;;;3518;tør;hede, overdrev;;;;;;22-06-2018;16:24:00;16:40:00;;15-20;Pilot noted 10m/s. Notice the time, incomplete;62 % humidity;;no;yes;;;yes;;;yes;yes;;;
P58.1A;P58;1A;sa1;https://goo.gl/maps/hSDJc63LSuo;;;6824;urban;;;;;;;08-06-2018;12:45:00;12:55:00;Gentle breeze 3.4-5.5;20-25;Different dates 1A1B;;;yes;yes;;;;;;;yes;;;
P58.1B;P58;1B;sa2;https://goo.gl/maps/hSDJc63LSuo;;;6824;urban;;;;;;;25-06-2018;18:15:00;18:35:00;Gentle breeze 3.4-5.5;15-20;Different dates 1A1B;;;yes;yes;;;;;;;yes;;;
P58.2A;P58;2A;sa3;https://goo.gl/maps/7kjecm9CSA72;;;6823;mark;intesive;;;;;;08-06-2018;13:40:00;13:50:00;Gentle breeze 3.4-5.5;20-25;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P58.2B;P58;2B;sa4;https://goo.gl/maps/7kjecm9CSA72;;;6823;mark;intesive;;;;;;25-06-2018;17:20:00;17:45:00;Gentle breeze 3.4-5.5;20-25;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P59.1A;P59;1A;sa1;https://goo.gl/maps/qRAg9ZJ8EXu;;;7634;urban;;;;;;;17-06-2018;12:18:00;12:35:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P59.1B;P59;1B;sa2;https://goo.gl/maps/qRAg9ZJ8EXu;;;7634;urban;;;;;;;17-06-2018;17:25:00;17:35:00;Moderate breeze 5.5-7.9;15-20;;;;yes;;;;;;;;;;;
P59.2A;P59;2A;sa3;https://goo.gl/maps/26DUoZuaz6z;;;7623;våd;sø, strandeng;;;;;;24-06-2018;13:09:00;13:19:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P59.2B;P59;2B;sa4;https://goo.gl/maps/26DUoZuaz6z;;;7623;våd;sø, strandeng;;;;;;24-06-2018;17:09:00;17:19:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P6.1A;P6;1A;sa1;https://goo.gl/maps/bQVsMqgCCpr;;;7627;skov;;;;;;;;14:58:00;15:10:00;;;date, wind and temperature is missing;;;no;yes;;yes;yes;yes;;;;;;
P6.1B;P6;1B;sa2;https://goo.gl/maps/bQVsMqgCCpr;;;7627;skov;;;;;;;;;;;;1B missing;;;no;yes;yes;;;;;;;;;
P6.2A;P6;2A;sa3;https://goo.gl/maps/AdF9GWS1iwG2;;;7636;urban;;;;;;;;13:02:00;13:37:00;Light Breeze 1.6-3.3;20-25;date is missing, pilot noted 20 degrees (rounded up). Pilot drove only one way;Only one way;;no;yes;;;;yes;;;;;yes;
P6.2B;P6;2B;sa4;https://goo.gl/maps/AdF9GWS1iwG2;;;7636;urban;;;;;;;;;;;;2B missing;;;no;yes;yes;;;;;;;;;
P60.1A;P60;1A;sa1;https://goo.gl/maps/HFvKGixka1z;;;6772;våd;mose, eng, sø;;;;;;27-06-2018;12:37:00;12:50:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P60.1B;P60;1B;sa2;https://goo.gl/maps/HFvKGixka1z;;;6772;våd;mose, eng, sø;;;;;;27-06-2018;17:05:00;17:24:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P60.2A;P60;2A;sa3;https://goo.gl/maps/JnppqvAbMtz;;;6781;mark;intensive;;;;;;27-06-2018;12:07:00;12:22:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P60.2B;P60;2B;sa4;https://goo.gl/maps/JnppqvAbMtz;;;6781;mark;intensive;;;;;;27-06-2018;17:40:00;17:55:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P61.1A;P61;1A;sa1;https://goo.gl/maps/R8th41ZdUms;https://goo.gl/maps/3iXpPKeHfj22;x;8115;mark;intensive, semi-intensive, extensive;;;;;;10-06-2018;13:00:00;13:15:00;Gentle breeze 3.4-5.5;25-30;Pilot noted 25 degrees - rounded up. Did not drive full route, pilot do not write why? 4,2 km;Have not driven the entire route. See marking;yes;no;yes;;;;;;;;;yes;
P61.1B;P61;1B;sa2;https://goo.gl/maps/R8th41ZdUms;;x;8115;mark;intensive, semi-intensive, extensive;;;;;;10-06-2018;17:05:00;17:20:00;Gentle breeze 3.4-5.5;25-30;We do not know if pilot drove full route - see 1A;;yes;yes;yes;;;;;;;;;;
P61.2A;P61;2A;sa3;https://goo.gl/maps/hAi9UyZPSZu;https://goo.gl/maps/hAi9UyZPSZu;x;8126;tør;overdrev;;;;;;;;;;;Sample not filled out. Original route not registered in this sheet, but quadrant and land use type information is the same;;;no;yes;yes;;;;;;;;;
P61.2B;P61;2B;sa4;https://goo.gl/maps/hAi9UyZPSZu;https://goo.gl/maps/hAi9UyZPSZu;x;8126;tør;overdrev;;;;;;;;;;;Sample not filled out. Original route not registered in this sheet, but quadrant and land use type information is the same;;;no;yes;yes;;;;;;;;;
P62.1A;P62;1A;sa1;https://goo.gl/maps/nZ3EY2EGnfR2;;;8154;skov;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P62.1B;P62;1B;sa2;https://goo.gl/maps/nZ3EY2EGnfR2;;;8154;skov;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P62.2A;P62;2A;sa3;https://goo.gl/maps/rk6UhHMDLpJ2;;;8143;tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P62.2B;P62;2B;sa4;https://goo.gl/maps/rk6UhHMDLpJ2;;;8143;tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P63.1A;P63;1A;sa1;https://goo.gl/maps/Q84L524y7PR2;;x;8134;skov;;;;;;;;;;;;Route not possible, needs new route in 2019;The road was blocked;yes;no;yes;yes;;;;;;;;;
P63.1B;P63;1B;sa2;https://goo.gl/maps/Q84L524y7PR2;;x;8134;skov;;;;;;;;;;;;Route not possible, needs new route in 2019;;yes;no;yes;yes;;;;;;;;;
P63.2A;P63;2A;sa3;https://goo.gl/maps/rUwR9nSH1NE2;;;8113;urban;;;;;;;17-06-2018;12:53:00;13:14:00;Gentle breeze 3.4-5.5;15-20;;;;yes;yes;;;;;;;;;;
P63.2B;P63;2B;sa4;https://goo.gl/maps/rUwR9nSH1NE2;;;8113;urban;;;;;;;;17:45:00;18:09:00;Moderate breeze 5.5-7.9;15-20;Date is missing. Consider writing pilot;;;no;yes;;;;yes;;;;;;
P64.1A;P64;1A;sa1;https://goo.gl/maps/q3qhYWEhqfF2;;;6885;urban;;;;;;;25-06-2018;13:10:00;13:32:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P64.1B;P64;1B;sa2;https://goo.gl/maps/q3qhYWEhqfF2;;;6885;urban;;;;;;;25-06-2018;18:50:00;19:07:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P64.2A;P64;2A;sa3;https://goo.gl/maps/eELgTj8QyMz;;;6886;skov;;;;;;;28-06-2018;14:40:00;14:58:00;Light Breeze 1.6-3.3;25-30;;;;yes;yes;;;;;;;;;;
P64.2B;P64;2B;sa4;https://goo.gl/maps/eELgTj8QyMz;;;6886;skov;;;;;;;28-06-2018;20:03:00;20:20:00;Gentle breeze 3.4-5.5;25-30;Time not consistent with direction. Took a detour, but do not describe the change;detour because of bike race;;no;yes;;;;;;yes;;;yes;
